"","Cav1.TGFB1","Cav1.TGFB2","Cav1.TGFB3","Cav1.Ctrl1","Cav1.Ctrl2","Cav1.Ctrl3","Con1.TGFB1","Con1.TGFB2","Con1.TGFB3","Con1.Ctrl1","Con1.Ctrl2","Con1.Ctrl3"
"10560139",8.52591717219339,8.29623225501887,8.40701774437984,7.6002809268902,7.56782089464698,7.39521105287845,8.07560964870215,8.32033234177143,8.6145617255783,7.73988961945968,7.66588085778169,7.56031816545289
"10505028",11.097726750932,10.951778071916,10.7980103064135,10.5151261764132,10.4170243112478,10.3796263001768,11.243304622673,11.3950440388548,11.2212997720372,10.633606044537,10.5866525751727,10.7146232183818
"10587077",6.65238371941696,7.10826304560041,6.79899092178841,8.47620721106608,8.17991845989521,8.24317791203091,7.03585830222728,7.34051842617932,7.0481058542526,8.64711906293606,8.32866178398557,8.03581406563683
"10501827",9.92564996982338,9.33072221509266,9.6666923546445,9.17163650290124,9.14461538528321,9.48177613017943,9.19026275150325,8.73843634850642,9.00458177921415,9.05314466917899,9.1845626133847,9.70030000479558
"10523856",6.38651384583072,6.37341898200187,6.4425598577043,6.76329166477446,6.71041199830935,6.79750027057675,6.90740000519994,6.55967742124766,6.2573773172785,6.81894006006925,6.78796347877558,6.48502078987348
"10546812",6.69749713260491,7.01405875493927,7.22270579674598,6.68116415509148,6.72132019727452,6.9348237853818,6.57566895350849,6.76925609895422,6.9275327085411,6.45262258970739,6.4966602955761,6.62456399358013
"10370754",8.36306201283838,8.11660336901325,8.09827865386925,8.67306691629661,8.64966576217231,8.59161220369045,8.42455692691076,8.05150616165903,8.10965593150721,8.71015300098548,8.6075326591186,8.66136816008945
"10566281",9.83746235044074,9.58483901388852,9.52924999305634,10.1044036592839,10.1752600114418,10.1924639916761,9.82077558988837,9.71879911370185,9.64439293897639,10.2794379288132,10.3846400170477,10.2521995275658
"10521757",9.48303388527973,9.73705608407204,9.37973653802891,9.17138203096408,9.28998904441123,9.29577033853119,9.08585656572915,9.66614719785181,9.47853486689996,9.03849021232577,9.35787763756895,9.50543185791263
"10415572",8.278570071858,8.26290441039825,8.24783563290753,7.80479898570271,8.01050313753365,7.94816942117894,8.19415750445805,8.24476333430594,8.3581916340017,7.79382294445055,7.8980880641102,8.25300427598184
